image_ids,grapheme_root,vowel_diacritics,consonant_diacritics
ইংলিশবাজার_038,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_039,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_040,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_041,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_042,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_043,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_044,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_045,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_046,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_047,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_048,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_049,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_050,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_051,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_052,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_053,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_054,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_055,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_056,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_057,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_058,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_059,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_060,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_061,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_062,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_063,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_064,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_065,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_066,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_067,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_068,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_069,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_070,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_071,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_072,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_073,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_074,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_075,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_076,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_077,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_078,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_079,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_080,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_081,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_082,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_083,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_084,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_085,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_086,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_087,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_088,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_089,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_090,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_091,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_092,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_093,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_094,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_095,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_096,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_097,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_098,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_099,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
ইংলিশবাজার_100,"[14, 10, 134, 143, 117, 53, 133]","[0, 0, 2, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
কলকাতা_001,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_002,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_003,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_004,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_005,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_006,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_007,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_008,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_009,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_010,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_011,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_012,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_013,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_014,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_015,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_016,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_017,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_018,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_019,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_020,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_021,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_022,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_023,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_024,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_025,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_026,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_027,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_028,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_029,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_030,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_031,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_032,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_033,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_034,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_035,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_036,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_037,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_038,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_039,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_040,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_041,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_042,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_043,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_044,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_045,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_046,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_047,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_048,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_049,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_050,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_051,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_052,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_053,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_054,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_055,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_056,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_057,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_058,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_059,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_060,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_061,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_062,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_063,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_064,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_065,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_066,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_067,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_068,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_069,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_070,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_071,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_072,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_073,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_074,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_075,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_076,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_077,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_078,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_079,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_080,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_081,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_082,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_083,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_084,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_085,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_086,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_087,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_088,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_089,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_090,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_091,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_092,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_093,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_094,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_095,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_096,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_097,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_098,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_099,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কলকাতা_100,"[23, 134, 23, 74]","[0, 0, 1, 1]","[0, 0, 0, 0]"
কল্যাণী_001,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_002,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_003,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_004,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_005,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_006,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_007,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_008,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_009,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_010,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_011,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_012,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_013,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_014,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_015,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_016,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_017,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_018,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_019,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_020,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_021,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_022,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_023,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_024,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_025,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_026,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_027,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_028,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_029,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_030,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_031,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_032,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_033,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_034,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_035,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_036,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_037,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_038,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_039,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_040,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_041,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_042,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_043,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_044,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_045,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_046,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_047,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_048,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_049,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_050,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_051,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_052,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_053,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_054,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_055,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_056,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_057,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_058,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_059,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_060,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_061,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_062,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_063,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_064,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_065,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_066,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_067,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_068,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_069,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_070,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_071,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_072,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_073,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_074,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_075,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_076,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_077,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_078,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_079,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_080,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_081,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_082,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_083,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_084,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_085,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_086,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_087,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_088,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_089,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_090,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_091,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
কল্যাণী_092,"[23, 134, 69]","[0, 1, 3]","[0, 4, 0]"
